dia_de_semana,hora,linea,estacion,trx_promedio
False,10,E,RETIRO E,3.1709401709401708
False,10,E,SAN JOSE,9.328125
False,10,E,URQUIZA,8.644736842105264
False,10,E,VARELA,8.09375
False,10,H,CASEROS,9.73015873015873
False,10,H,CORDOBA,12.793478260869565
False,10,H,CORRIENTES,8.540322580645162
False,10,H,FACULTAD DE DERECHO,2.742138364779874
False,10,H,HOSPITALES,16.63095238095238
False,10,H,HUMBERTO I,23.08823529411765
False,10,H,INCLAN,21.06153846153846
False,10,H,LAS HERAS,14.96031746031746
False,10,H,ONCE,17.080188679245282
False,10,H,PATRICIOS,15.45890410958904
False,10,H,SANTA FE,8.699530516431924
False,10,H,VENEZUELA,16.58677685950413
False,11,A,ACOYTE,12.439516129032258
False,11,A,ALBERTI,15.583333333333334
False,11,A,CARABOBO,10.211382113821138
False,11,A,CASTRO BARROS,16.174193548387098
False,11,A,CONGRESO,12.715789473684211
False,11,A,FLORES,13.447368421052632
False,11,A,LIMA,8.657718120805368
False,11,A,LORIA,12.484848484848484
False,11,A,PASCO,9.629213483146067
False,11,A,PERU,5.313513513513514
False,11,A,PIEDRAS,7.688172043010753
False,11,A,PLAZA DE MAYO,10.540983606557377
False,11,A,PLAZA MISERERE,11.165562913907285
False,11,A,PRIMERA JUNTA,19.24203821656051
False,11,A,PUAN,12.9375
False,11,A,RIO DE JANEIRO,16.52258064516129
False,11,A,SAENZ PEÃÂÃÂ±A ,9.183544303797468
False,11,A,SAN PEDRITO,20.603658536585368
False,11,B,ANGEL GALLARDO,19.517241379310345
False,11,B,CALLAO.B,15.598958333333334
False,11,B,CARLOS GARDEL,17.604166666666668
False,11,B,CARLOS PELLEGRINI,25.177914110429448
False,11,B,DORREGO,9.39090909090909
False,11,B,ECHEVERRIA,8.180645161290322
False,11,B,FEDERICO LACROZE,11.241252302025783
False,11,B,FLORIDA,10.196078431372548
False,11,B,LEANDRO N. ALEM,10.237885462555067
False,11,B,LOS INCAS,12.329411764705883
False,11,B,MALABIA,18.497607655502392
False,11,B,MEDRANO,25.47486033519553
False,11,B,PASTEUR,16.32085561497326
False,11,B,PUEYRREDON,16.450704225352112
False,11,B,ROSAS,17.66457680250784
False,11,B,TRONADOR,10.166666666666666
False,11,B,URUGUAY,8.767123287671232
False,11,C,AVENIDA DE MAYO,8.74468085106383
False,11,C,CONSTITUCION,28.13869625520111
False,11,C,DIAGONAL NORTE,4.732758620689655
False,11,C,GENERAL SAN MARTIN,7.100719424460432
False,11,C,INDEPENDENCIA,11.360655737704919
False,11,C,LAVALLE,12.34375
False,11,C,MARIANO MORENO,5.286585365853658
False,11,C,RETIRO,22.625730994152047
False,11,C,SAN JUAN,13.697916666666666
False,11,D,9 DE JULIO,5.26241134751773
False,11,D,AGÃÂÃÂ¼ERO,22.508333333333333
False,11,D,BULNES,23.70886075949367
False,11,D,CALLAO,20.33613445378151
False,11,D,CATEDRAL,8.062222222222223
False,11,D,CONGRESO DE TUCUMAN,11.331360946745562
False,11,D,FACULTAD DE MEDICINA,14.532663316582914
False,11,D,JOSE HERNANDEZ,10.03755868544601
False,11,D,JURAMENTO,15.699551569506726
False,11,D,MINISTRO CARRANZA,17.460526315789473
False,11,D,OLLEROS,12.287081339712918
False,11,D,PALERMO,25.029761904761905
False,11,D,PLAZA ITALIA,27.604166666666668
False,11,D,PUEYRREDON.D,19.697916666666668
False,11,D,SCALABRINI ORTIZ,17.67515923566879
False,11,D,TRIBUNALES,11.883333333333333
False,11,E,AVENIDA LA PLATA,13.3
False,11,E,BOEDO,14.326086956521738
False,11,E,BOLIVAR,6.089743589743589
False,11,E,CATALINAS,1.7857142857142858
False,11,E,CORREO CENTRAL,2.6218905472636815
False,11,E,EMILIO MITRE,15.625
False,11,E,ENTRE RIOS,10.875
False,11,E,GENERAL BELGRANO,8.483333333333333
False,11,E,INDEPENDENCIA.H,9.142857142857142
False,11,E,JOSE MARIA MORENO,14.214285714285714
False,11,E,JUJUY,11.609756097560975
False,11,E,MEDALLA MILAGROSA,5.728571428571429
False,11,E,PICHINCHA,7.45679012345679
False,11,E,PZA. DE LOS VIRREYES,8.548223350253807
False,11,E,RETIRO E,3.2278481012658227
False,11,E,SAN JOSE,9.53125
False,11,E,URQUIZA,9.08433734939759
False,11,E,VARELA,8.3125
False,11,H,CASEROS,10.301587301587302
False,11,H,CORDOBA,16.347368421052632
False,11,H,CORRIENTES,11.462585034013605
False,11,H,FACULTAD DE DERECHO,3.765625
False,11,H,HOSPITALES,14.547619047619047
False,11,H,HUMBERTO I,24.52238805970149
False,11,H,INCLAN,22.640625
False,11,H,LAS HERAS,17.866141732283463
False,11,H,ONCE,20.927884615384617
False,11,H,PATRICIOS,15.324324324324325
False,11,H,SANTA FE,11.004587155963304
False,11,H,VENEZUELA,18.77310924369748
False,12,A,ACOYTE,14.526104417670682
False,12,A,ALBERTI,16.479166666666668
False,12,A,CARABOBO,11.461224489795919
False,12,A,CASTRO BARROS,16.840764331210192
False,12,A,CONGRESO,14.23157894736842
False,12,A,FLORES,16.32460732984293
False,12,A,LIMA,10.134228187919463
False,12,A,LORIA,13.03448275862069
False,12,A,PASCO,10.375
False,12,A,PERU,6.645833333333333
False,12,A,PIEDRAS,9.463157894736842
False,12,A,PLAZA DE MAYO,13.51639344262295
False,12,A,PLAZA MISERERE,13.816949152542373
False,12,A,PRIMERA JUNTA,21.044871794871796
False,12,A,PUAN,13.8984375
False,12,A,RIO DE JANEIRO,18.397435897435898
False,12,A,SAENZ PEÃÂÃÂ±A ,10.069182389937106
False,12,A,SAN PEDRITO,26.182370820668694
False,12,B,ANGEL GALLARDO,23.93491124260355
False,12,B,CALLAO.B,18.046875
False,12,B,CARLOS GARDEL,23.175531914893618
False,12,B,CARLOS PELLEGRINI,27.841463414634145
False,12,B,DORREGO,10.67579908675799
False,12,B,ECHEVERRIA,9.43046357615894
False,12,B,FEDERICO LACROZE,11.173992673992673
False,12,B,FLORIDA,13.33108108108108
False,12,B,LEANDRO N. ALEM,11.665254237288135
False,12,B,LOS INCAS,14.113095238095237
False,12,B,MALABIA,22.43062200956938
False,12,B,MEDRANO,27.22159090909091
False,12,B,PASTEUR,20.79255319148936
False,12,B,PUEYRREDON,20.102803738317757
False,12,B,ROSAS,18.469135802469136
False,12,B,TRONADOR,12.479166666666666
False,12,B,URUGUAY,10.922018348623853
False,12,C,AVENIDA DE MAYO,8.914893617021276
False,12,C,CONSTITUCION,25.04911323328786
False,12,C,DIAGONAL NORTE,5.943089430894309
False,12,C,GENERAL SAN MARTIN,7.3355263157894735
False,12,C,INDEPENDENCIA,14.107438016528926
False,12,C,LAVALLE,15.010416666666666
False,12,C,MARIANO MORENO,5.315789473684211
False,12,C,RETIRO,25.058651026392962
False,12,C,SAN JUAN,14.385416666666666
False,12,D,9 DE JULIO,6.226027397260274
False,12,D,AGÃÂÃÂ¼ERO,25.838983050847457
False,12,D,BULNES,26.96875
False,12,D,CALLAO,22.66386554621849
False,12,D,CATEDRAL,10.693617021276596
False,12,D,CONGRESO DE TUCUMAN,12.716216216216216
False,12,D,FACULTAD DE MEDICINA,16.181372549019606
False,12,D,JOSE HERNANDEZ,12.693396226415095
False,12,D,JURAMENTO,18.696428571428573
False,12,D,MINISTRO CARRANZA,21.06451612903226
False,12,D,OLLEROS,14.444444444444445
False,12,D,PALERMO,28.24277456647399
False,12,D,PLAZA ITALIA,33.34375
False,12,D,PUEYRREDON.D,21.8125
False,12,D,SCALABRINI ORTIZ,21.371794871794872
False,12,D,TRIBUNALES,14.365853658536585
False,12,E,AVENIDA LA PLATA,14.877777777777778
False,12,E,BOEDO,16.076923076923077
False,12,E,BOLIVAR,8.0
False,12,E,CATALINAS,2.206896551724138
False,12,E,CORREO CENTRAL,3.6153846153846154
False,12,E,EMILIO MITRE,17.671875
False,12,E,ENTRE RIOS,12.84375
False,12,E,GENERAL BELGRANO,8.328125
False,12,E,INDEPENDENCIA.H,12.130081300813009
False,12,E,JOSE MARIA MORENO,16.267857142857142
False,12,E,JUJUY,13.147727272727273
False,12,E,MEDALLA MILAGROSA,6.875
False,12,E,PICHINCHA,8.635294117647058
False,12,E,PZA. DE LOS VIRREYES,10.260416666666666
False,12,E,RETIRO E,3.45703125
False,12,E,SAN JOSE,9.703125
False,12,E,URQUIZA,10.469135802469136
False,12,E,VARELA,8.96875
False,12,H,CASEROS,11.387096774193548
False,12,H,CORDOBA,18.166666666666668
False,12,H,CORRIENTES,15.451127819548873
False,12,H,FACULTAD DE DERECHO,4.87
False,12,H,HOSPITALES,15.696428571428571
False,12,H,HUMBERTO I,25.323943661971832
False,12,H,INCLAN,22.6
False,12,H,LAS HERAS,23.4453125
False,12,H,ONCE,25.028301886792452
False,12,H,PATRICIOS,15.534246575342467
False,12,H,SANTA FE,12.149572649572649
False,12,H,VENEZUELA,20.763157894736842
False,13,A,ACOYTE,15.094650205761317
False,13,A,ALBERTI,18.041666666666668
False,13,A,CARABOBO,11.979338842975206
False,13,A,CASTRO BARROS,16.694267515923567
False,13,A,CONGRESO,15.533678756476684
False,13,A,FLORES,17.12041884816754
False,13,A,LIMA,11.27891156462585
False,13,A,LORIA,13.053254437869823
False,13,A,PASCO,11.922222222222222
False,13,A,PERU,9.401869158878505
False,13,A,PIEDRAS,10.73076923076923
False,13,A,PLAZA DE MAYO,15.614754098360656
False,13,A,PLAZA MISERERE,16.08609271523179
False,13,A,PRIMERA JUNTA,20.305732484076433
False,13,A,PUAN,14.8515625
False,13,A,RIO DE JANEIRO,17.596153846153847
False,13,A,SAENZ PEÃÂÃÂ±A ,10.778481012658228
False,13,A,SAN PEDRITO,32.62917933130699
False,13,B,ANGEL GALLARDO,21.47590361445783
False,13,B,CALLAO.B,21.578125
False,13,B,CARLOS GARDEL,26.335106382978722
False,13,B,CARLOS PELLEGRINI,32.23566878980892
False,13,B,DORREGO,11.76958525345622
False,13,B,ECHEVERRIA,9.61111111111111
False,13,B,FEDERICO LACROZE,11.693430656934307
False,13,B,FLORIDA,17.324137931034482
False,13,B,LEANDRO N. ALEM,12.294117647058824
False,13,B,LOS INCAS,15.07843137254902
False,13,B,MALABIA,23.93069306930693
False,13,B,MEDRANO,27.50877192982456
False,13,B,PASTEUR,22.5
False,13,B,PUEYRREDON,22.91509433962264
False,13,B,ROSAS,18.328125
False,13,B,TRONADOR,12.28125
False,13,B,URUGUAY,12.672727272727272
False,13,C,AVENIDA DE MAYO,10.46236559139785
False,13,C,CONSTITUCION,24.68016194331984
False,13,C,DIAGONAL NORTE,6.837209302325581
False,13,C,GENERAL SAN MARTIN,8.646153846153846
False,13,C,INDEPENDENCIA,14.491803278688524
False,13,C,LAVALLE,17.364583333333332
False,13,C,MARIANO MORENO,5.517441860465116
False,13,C,RETIRO,27.335260115606935
False,13,C,SAN JUAN,14.020833333333334
False,13,D,9 DE JULIO,7.044117647058823
False,13,D,AGÃÂÃÂ¼ERO,26.654545454545456
False,13,D,BULNES,27.82278481012658
False,13,D,CALLAO,28.235294117647058
False,13,D,CATEDRAL,12.630705394190871
False,13,D,CONGRESO DE TUCUMAN,13.203125
False,13,D,FACULTAD DE MEDICINA,17.737623762376238
False,13,D,JOSE HERNANDEZ,14.58411214953271
False,13,D,JURAMENTO,21.62780269058296
False,13,D,MINISTRO CARRANZA,20.601307189542485
False,13,D,OLLEROS,15.237864077669903
False,13,D,PALERMO,30.28
False,13,D,PLAZA ITALIA,33.8125
False,13,D,PUEYRREDON.D,21.6875
False,13,D,SCALABRINI ORTIZ,21.23076923076923
False,13,D,TRIBUNALES,16.089430894308943
False,13,E,AVENIDA LA PLATA,14.419354838709678
False,13,E,BOEDO,16.86813186813187
False,13,E,BOLIVAR,13.630573248407643
False,13,E,CATALINAS,2.1588235294117646
False,13,E,CORREO CENTRAL,3.5531914893617023
False,13,E,EMILIO MITRE,18.078125
False,13,E,ENTRE RIOS,12.302083333333334
False,13,E,GENERAL BELGRANO,7.578125
False,13,E,INDEPENDENCIA.H,13.71311475409836
False,13,E,JOSE MARIA MORENO,17.238095238095237
False,13,E,JUJUY,12.632183908045977
False,13,E,MEDALLA MILAGROSA,6.405405405405405
False,13,E,PICHINCHA,8.386363636363637
False,13,E,PZA. DE LOS VIRREYES,10.223809523809523
False,13,E,RETIRO E,3.6216216216216215
False,13,E,SAN JOSE,12.421875
False,13,E,URQUIZA,10.273809523809524
False,13,E,VARELA,8.953125
False,13,H,CASEROS,10.8
False,13,H,CORDOBA,19.9468085106383
False,13,H,CORRIENTES,17.5
False,13,H,FACULTAD DE DERECHO,5.345622119815668
False,13,H,HOSPITALES,15.704819277108435
False,13,H,HUMBERTO I,25.97142857142857
False,13,H,INCLAN,20.861538461538462
False,13,H,LAS HERAS,23.0
False,13,H,ONCE,27.212264150943398
False,13,H,PATRICIOS,16.859154929577464
False,13,H,SANTA FE,12.681222707423581
False,13,H,VENEZUELA,19.95614035087719
False,14,A,ACOYTE,14.882845188284518
False,14,A,ALBERTI,14.239583333333334
False,14,A,CARABOBO,11.36734693877551
False,14,A,CASTRO BARROS,15.525641025641026
False,14,A,CONGRESO,13.132978723404255
False,14,A,FLORES,16.54787234042553
False,14,A,LIMA,8.974193548387097
False,14,A,LORIA,12.844311377245509
False,14,A,PASCO,10.296703296703297
False,14,A,PERU,7.486363636363636
False,14,A,PIEDRAS,9.11340206185567
False,14,A,PLAZA DE MAYO,13.073170731707316
False,14,A,PLAZA MISERERE,15.973597359735974
False,14,A,PRIMERA JUNTA,18.872611464968152
False,14,A,PUAN,12.165354330708661
False,14,A,RIO DE JANEIRO,16.294871794871796
False,14,A,SAENZ PEÃÂÃÂ±A ,9.54375
False,14,A,SAN PEDRITO,28.152905198776757
False,14,B,ANGEL GALLARDO,20.410714285714285
False,14,B,CALLAO.B,18.46875
False,14,B,CARLOS GARDEL,29.275132275132275
False,14,B,CARLOS PELLEGRINI,30.233128834355828
False,14,B,DORREGO,10.691244239631336
False,14,B,ECHEVERRIA,8.441379310344828
False,14,B,FEDERICO LACROZE,11.33705772811918
False,14,B,FLORIDA,16.044871794871796
False,14,B,LEANDRO N. ALEM,10.666666666666666
False,14,B,LOS INCAS,13.837837837837839
False,14,B,MALABIA,20.947619047619046
False,14,B,MEDRANO,22.289017341040463
False,14,B,PASTEUR,16.23404255319149
False,14,B,PUEYRREDON,18.5
False,14,B,ROSAS,17.427692307692308
False,14,B,TRONADOR,10.726315789473684
False,14,B,URUGUAY,9.660633484162895
False,14,C,AVENIDA DE MAYO,10.150537634408602
False,14,C,CONSTITUCION,22.264542936288088
False,14,C,DIAGONAL NORTE,5.466666666666667
False,14,C,GENERAL SAN MARTIN,7.843537414965986
False,14,C,INDEPENDENCIA,13.148760330578513
False,14,C,LAVALLE,15.520833333333334
False,14,C,MARIANO MORENO,4.488505747126437
False,14,C,RETIRO,27.29737609329446
False,14,C,SAN JUAN,13.021052631578947
False,14,D,9 DE JULIO,6.823943661971831
False,14,D,AGÃÂÃÂ¼ERO,24.142857142857142
False,14,D,BULNES,27.207792207792206
False,14,D,CALLAO,20.991935483870968
False,14,D,CATEDRAL,11.147058823529411
False,14,D,CONGRESO DE TUCUMAN,12.413725490196079
False,14,D,FACULTAD DE MEDICINA,13.321951219512195
False,14,D,JOSE HERNANDEZ,12.444976076555024
False,14,D,JURAMENTO,21.651785714285715
False,14,D,MINISTRO CARRANZA,18.711409395973153
False,14,D,OLLEROS,15.473170731707317
False,14,D,PALERMO,30.890173410404625
False,14,D,PLAZA ITALIA,37.583333333333336
False,14,D,PUEYRREDON.D,21.166666666666668
False,14,D,SCALABRINI ORTIZ,19.153846153846153
False,14,D,TRIBUNALES,13.685950413223141
False,14,E,AVENIDA LA PLATA,14.615384615384615
False,14,E,BOEDO,14.902173913043478
False,14,E,BOLIVAR,8.525316455696203
False,14,E,CATALINAS,2.155688622754491
False,14,E,CORREO CENTRAL,4.293877551020408
False,14,E,EMILIO MITRE,17.1875
False,14,E,ENTRE RIOS,12.052083333333334
False,14,E,GENERAL BELGRANO,7.125
False,14,E,INDEPENDENCIA.H,9.823529411764707
False,14,E,JOSE MARIA MORENO,14.359375
False,14,E,JUJUY,13.044444444444444
False,14,E,MEDALLA MILAGROSA,6.056338028169014
False,14,E,PICHINCHA,9.025316455696203
False,14,E,PZA. DE LOS VIRREYES,9.280373831775702
False,14,E,RETIRO E,3.5284552845528454
False,14,E,SAN JOSE,10.28125
False,14,E,URQUIZA,10.385542168674698
False,14,E,VARELA,9.109375
False,14,H,CASEROS,9.3125
False,14,H,CORDOBA,17.580645161290324
False,14,H,CORRIENTES,13.958620689655172
False,14,H,FACULTAD DE DERECHO,4.678048780487805
False,14,H,HOSPITALES,13.797619047619047
False,14,H,HUMBERTO I,25.64179104477612
False,14,H,INCLAN,22.359375
False,14,H,LAS HERAS,21.890625
False,14,H,ONCE,25.933014354066987
False,14,H,PATRICIOS,15.58904109589041
False,14,H,SANTA FE,11.459227467811159
False,14,H,VENEZUELA,18.655172413793103
False,15,A,ACOYTE,15.716049382716049
False,15,A,ALBERTI,13.09375
False,15,A,CARABOBO,12.174796747967479
False,15,A,CASTRO BARROS,15.75776397515528
False,15,A,CONGRESO,12.705
False,15,A,FLORES,16.157068062827225
False,15,A,LIMA,9.741721854304636
False,15,A,LORIA,12.77245508982036
False,15,A,PASCO,9.28125
False,15,A,PERU,8.65137614678899
False,15,A,PIEDRAS,11.16
False,15,A,PLAZA DE MAYO,17.25619834710744
False,15,A,PLAZA MISERERE,14.650165016501651
False,15,A,PRIMERA JUNTA,20.25503355704698
False,15,A,PUAN,13.708661417322835
False,15,A,RIO DE JANEIRO,16.584415584415584
False,15,A,SAENZ PEÃÂÃÂ±A ,9.20125786163522
False,15,A,SAN PEDRITO,23.504615384615384
False,15,B,ANGEL GALLARDO,22.710843373493976
False,15,B,CALLAO.B,17.394736842105264
False,15,B,CARLOS GARDEL,33.797872340425535
False,15,B,CARLOS PELLEGRINI,26.066666666666666
False,15,B,DORREGO,10.3
False,15,B,ECHEVERRIA,9.098684210526315
False,15,B,FEDERICO LACROZE,12.180970149253731
False,15,B,FLORIDA,18.17948717948718
False,15,B,LEANDRO N. ALEM,11.564
False,15,B,LOS INCAS,15.32
False,15,B,MALABIA,21.961904761904762
False,15,B,MEDRANO,23.41764705882353
False,15,B,PASTEUR,12.405263157894737
False,15,B,PUEYRREDON,15.719806763285025
False,15,B,ROSAS,20.293577981651374
False,15,B,TRONADOR,11.53125
False,15,B,URUGUAY,11.648888888888889
False,15,C,AVENIDA DE MAYO,13.297872340425531
False,15,C,CONSTITUCION,22.91292517006803
False,15,C,DIAGONAL NORTE,6.833333333333333
False,15,C,GENERAL SAN MARTIN,8.302158273381295
False,15,C,INDEPENDENCIA,13.983870967741936
False,15,C,LAVALLE,18.447916666666668
False,15,C,MARIANO MORENO,5.37125748502994
False,15,C,RETIRO,24.930232558139537
False,15,C,SAN JUAN,12.414893617021276
False,15,D,9 DE JULIO,5.7153846153846155
False,15,D,AGÃÂÃÂ¼ERO,24.130434782608695
False,15,D,BULNES,29.2375
False,15,D,CALLAO,20.144
False,15,D,CATEDRAL,13.9125
False,15,D,CONGRESO DE TUCUMAN,13.803501945525293
False,15,D,FACULTAD DE MEDICINA,12.403940886699507
False,15,D,JOSE HERNANDEZ,12.359447004608295
False,15,D,JURAMENTO,25.816964285714285
False,15,D,MINISTRO CARRANZA,19.26530612244898
False,15,D,OLLEROS,18.289340101522843
False,15,D,PALERMO,32.38728323699422
False,15,D,PLAZA ITALIA,46.90625
False,15,D,PUEYRREDON.D,20.739583333333332
False,15,D,SCALABRINI ORTIZ,21.865384615384617
False,15,D,TRIBUNALES,15.307086614173228
False,15,E,AVENIDA LA PLATA,15.16304347826087
False,15,E,BOEDO,16.897727272727273
False,15,E,BOLIVAR,9.616352201257861
False,15,E,CATALINAS,1.9578313253012047
False,15,E,CORREO CENTRAL,5.08641975308642
False,15,E,EMILIO MITRE,15.703125
False,15,E,ENTRE RIOS,12.375
False,15,E,GENERAL BELGRANO,8.015625
False,15,E,INDEPENDENCIA.H,9.169354838709678
False,15,E,JOSE MARIA MORENO,14.484375
False,15,E,JUJUY,11.709302325581396
False,15,E,MEDALLA MILAGROSA,7.36231884057971
False,15,E,PICHINCHA,7.904761904761905
False,15,E,PZA. DE LOS VIRREYES,9.822115384615385
False,15,E,RETIRO E,3.599236641221374
False,15,E,SAN JOSE,10.078125
False,15,E,URQUIZA,10.125
False,15,E,VARELA,8.84375
False,15,H,CASEROS,9.779527559055119
False,15,H,CORDOBA,14.565217391304348
False,15,H,CORRIENTES,12.147058823529411
False,15,H,FACULTAD DE DERECHO,4.797169811320755
False,15,H,HOSPITALES,14.321428571428571
False,15,H,HUMBERTO I,24.23611111111111
False,15,H,INCLAN,23.8125
False,15,H,LAS HERAS,22.3125
False,15,H,ONCE,23.96078431372549
False,15,H,PATRICIOS,15.684931506849315
False,15,H,SANTA FE,10.90990990990991
False,15,H,VENEZUELA,17.839285714285715
False,16,A,ACOYTE,17.612
False,16,A,ALBERTI,12.40625
False,16,A,CARABOBO,13.538461538461538
False,16,A,CASTRO BARROS,15.895705521472392
False,16,A,CONGRESO,12.822115384615385
False,16,A,FLORES,16.91578947368421
False,16,A,LIMA,10.552631578947368
False,16,A,LORIA,13.296969696969697
False,16,A,PASCO,9.826086956521738
False,16,A,PERU,9.217194570135746
False,16,A,PIEDRAS,10.157894736842104
False,16,A,PLAZA DE MAYO,20.283333333333335
False,16,A,PLAZA MISERERE,15.172077922077921
False,16,A,PRIMERA JUNTA,23.525641025641026
False,16,A,PUAN,15.8828125
False,16,A,RIO DE JANEIRO,19.071428571428573
False,16,A,SAENZ PEÃÂÃÂ±A ,9.49375
False,16,A,SAN PEDRITO,20.899686520376175
False,16,B,ANGEL GALLARDO,23.0
False,16,B,CALLAO.B,17.677083333333332
False,16,B,CARLOS GARDEL,41.260416666666664
False,16,B,CARLOS PELLEGRINI,29.76923076923077
False,16,B,DORREGO,11.51131221719457
False,16,B,ECHEVERRIA,11.875
False,16,B,FEDERICO LACROZE,13.05410447761194
False,16,B,FLORIDA,18.32919254658385
False,16,B,LEANDRO N. ALEM,13.965116279069768
False,16,B,LOS INCAS,16.75496688741722
False,16,B,MALABIA,23.380733944954127
False,16,B,MEDRANO,26.308988764044944
False,16,B,PASTEUR,12.657894736842104
False,16,B,PUEYRREDON,14.830097087378642
False,16,B,ROSAS,21.72948328267477
False,16,B,TRONADOR,13.90625
False,16,B,URUGUAY,11.820627802690582
False,16,C,AVENIDA DE MAYO,14.204301075268818
False,16,C,CONSTITUCION,24.183423913043477
False,16,C,DIAGONAL NORTE,5.732142857142857
False,16,C,GENERAL SAN MARTIN,8.345070422535212
False,16,C,INDEPENDENCIA,14.629310344827585
False,16,C,LAVALLE,17.589473684210525
False,16,C,MARIANO MORENO,5.35
False,16,C,RETIRO,28.29498525073746
False,16,C,SAN JUAN,12.8125
False,16,D,9 DE JULIO,7.275590551181103
False,16,D,AGÃÂÃÂ¼ERO,27.305785123966942
False,16,D,BULNES,33.34591194968554
False,16,D,CALLAO,21.56451612903226
False,16,D,CATEDRAL,15.139917695473251
False,16,D,CONGRESO DE TUCUMAN,17.2734375
False,16,D,FACULTAD DE MEDICINA,12.75
False,16,D,JOSE HERNANDEZ,15.806306306306306
False,16,D,JURAMENTO,30.540178571428573
False,16,D,MINISTRO CARRANZA,22.55128205128205
False,16,D,OLLEROS,21.141463414634146
False,16,D,PALERMO,39.25581395348837
False,16,D,PLAZA ITALIA,62.145833333333336
False,16,D,PUEYRREDON.D,22.75
False,16,D,SCALABRINI ORTIZ,25.69871794871795
False,16,D,TRIBUNALES,15.928
False,16,E,AVENIDA LA PLATA,14.351648351648352
False,16,E,BOEDO,15.738636363636363
False,16,E,BOLIVAR,11.617834394904458
False,16,E,CATALINAS,2.292817679558011
False,16,E,CORREO CENTRAL,6.163498098859316
False,16,E,EMILIO MITRE,18.09375
False,16,E,ENTRE RIOS,12.864583333333334
False,16,E,GENERAL BELGRANO,8.380952380952381
False,16,E,INDEPENDENCIA.H,10.661157024793388
False,16,E,JOSE MARIA MORENO,17.140625
False,16,E,JUJUY,14.023809523809524
False,16,E,MEDALLA MILAGROSA,6.506849315068493
False,16,E,PICHINCHA,7.831325301204819
False,16,E,PZA. DE LOS VIRREYES,9.565
False,16,E,RETIRO E,4.204545454545454
False,16,E,SAN JOSE,11.453125
False,16,E,URQUIZA,10.060240963855422
False,16,E,VARELA,9.34375
False,16,H,CASEROS,10.5625
False,16,H,CORDOBA,14.76923076923077
False,16,H,CORRIENTES,13.030075187969924
False,16,H,FACULTAD DE DERECHO,6.684873949579832
False,16,H,HOSPITALES,14.744047619047619
False,16,H,HUMBERTO I,27.764705882352942
False,16,H,INCLAN,22.83076923076923
False,16,H,LAS HERAS,28.6953125
False,16,H,ONCE,23.88780487804878
False,16,H,PATRICIOS,14.736486486486486
False,16,H,SANTA FE,11.981220657276996
False,16,H,VENEZUELA,18.157894736842106
False,17,A,ACOYTE,16.071428571428573
False,17,A,ALBERTI,11.34375
False,17,A,CARABOBO,11.305220883534137
False,17,A,CASTRO BARROS,14.410596026490067
False,17,A,CONGRESO,12.839024390243903
False,17,A,FLORES,15.063829787234043
False,17,A,LIMA,11.156462585034014
False,17,A,LORIA,12.261437908496733
False,17,A,PASCO,8.988636363636363
False,17,A,PERU,9.538095238095238
False,17,A,PIEDRAS,8.451612903225806
False,17,A,PLAZA DE MAYO,22.72972972972973
False,17,A,PLAZA MISERERE,13.161764705882353
False,17,A,PRIMERA JUNTA,20.346938775510203
False,17,A,PUAN,14.120967741935484
False,17,A,RIO DE JANEIRO,18.78767123287671
False,17,A,SAENZ PEÃÂÃÂ±A ,9.248407643312103
False,17,A,SAN PEDRITO,16.21604938271605
False,17,B,ANGEL GALLARDO,21.872222222222224
False,17,B,CALLAO.B,18.205263157894738
False,17,B,CARLOS GARDEL,44.182291666666664
False,17,B,CARLOS PELLEGRINI,31.198675496688743
False,17,B,DORREGO,11.457013574660634
False,17,B,ECHEVERRIA,10.053333333333333
False,17,B,FEDERICO LACROZE,10.992537313432836
False,17,B,FLORIDA,18.974358974358974
False,17,B,LEANDRO N. ALEM,17.9765625
False,17,B,LOS INCAS,14.64864864864865
False,17,B,MALABIA,23.365384615384617
False,17,B,MEDRANO,25.165714285714287
False,17,B,PASTEUR,11.855614973262032
False,17,B,PUEYRREDON,13.17224880382775
False,17,B,ROSAS,17.636636636636638
False,17,B,TRONADOR,10.625
False,17,B,URUGUAY,12.044052863436123
False,17,C,AVENIDA DE MAYO,13.808988764044944
False,17,C,CONSTITUCION,24.954666666666668
False,17,C,DIAGONAL NORTE,5.9818181818181815
False,17,C,GENERAL SAN MARTIN,8.534722222222221
False,17,C,INDEPENDENCIA,15.462962962962964
False,17,C,LAVALLE,18.172043010752688
False,17,C,MARIANO MORENO,5.168674698795181
False,17,C,RETIRO,31.476047904191617
False,17,C,SAN JUAN,14.041666666666666
False,17,D,9 DE JULIO,6.955555555555556
False,17,D,AGÃÂÃÂ¼ERO,24.442477876106196
False,17,D,BULNES,33.67741935483871
False,17,D,CALLAO,21.089430894308943
False,17,D,CATEDRAL,15.831223628691983
False,17,D,CONGRESO DE TUCUMAN,14.670588235294117
False,17,D,FACULTAD DE MEDICINA,11.771573604060913
False,17,D,JOSE HERNANDEZ,13.764423076923077
False,17,D,JURAMENTO,30.428571428571427
False,17,D,MINISTRO CARRANZA,20.383561643835616
False,17,D,OLLEROS,17.504807692307693
False,17,D,PALERMO,38.56818181818182
False,17,D,PLAZA ITALIA,77.07291666666667
False,17,D,PUEYRREDON.D,22.0625
False,17,D,SCALABRINI ORTIZ,24.25
False,17,D,TRIBUNALES,15.605839416058394
